filename,xmin,ymin,xmax,ymax
B02_day16_resx2.tiff,3071.104239341382,1066.47487965155,3242.8957606586187,1495.5251203484502
B02_day16_resx2.tiff,3075.129057182948,1583.7507724722184,3346.8709428170523,2262.248827527782
B02_day16_resx2.tiff,3256.7239189425527,2447.291554018626,3341.276081057447,2710.708445981374
B02_day16_resx2.tiff,2461.2940403601024,1475.2258521237684,2776.705959639898,2582.774147876232
B02_day16_resx2.tiff,2113.240169990438,2329.1811168903587,2252.7598300095624,2492.8188831096413
B02_day16_resx2.tiff,5063.308962846694,2419.3136414442797,5206.691037153305,2702.6863585557203
B02_day16_resx2.tiff,4083.8112313796632,2289.424078572547,4278.188768620337,2672.575921427453
B02_day17_resx2.tiff,3162.657363013619,1052.60298672034,3299.3426369863805,1597.39701327966
B02_day17_resx2.tiff,2139.483049021388,2340.108228385702,2270.516950978612,2437.891771614298
B02_day17_resx2.tiff,2181.9460946899144,1892.2892454969349,2448.0539053100856,2153.710754503065
B02_day17_resx2.tiff,3299.0326427654472,1720.898958224097,3466.9673572345523,2533.1010417759035
B02_day17_resx2.tiff,4427.69296812365,2334.501384562334,4690.30703187635,2787.498615437666
B02_day17_resx2.tiff,5099.647363142767,2266.576481809556,5258.352636857234,2787.423518190444
B02_day17_resx2.tiff,3686.8368509545353,2605.132524553921,3963.1631490454647,2724.867475446079
B02_day18_resx2.tiff,3274.568560616275,922.6692489973004,3459.431439383725,1527.3307510026996
B02_day18_resx2.tiff,2862.89923380902,1110.4218698299817,3055.10076619098,1491.5781301700183
B02_day18_resx2.tiff,5090.233215007265,2151.755389957349,5367.766784992735,2834.244610042651
B02_day18_resx2.tiff,4537.140256496528,2335.609612948036,4796.859743503472,2886.3903870519644
B02_day18_resx2.tiff,3629.843433874803,2440.3511900678905,3976.156566125197,2757.648809932109
B02_day19_resx2.tiff,2900.747084125274,1123.3666512658478,3181.2529158747257,1454.6333487341522
B02_day19_resx2.tiff,3120.672397020648,1509.185634154615,3301.3276029793524,1676.814365845385
B02_day19_resx2.tiff,3360.1216326242998,1012.60298672034,3617.878767375701,1557.39701327966
B02_day19_resx2.tiff,5189.366514252821,2102.907793194358,5412.633485747178,2923.0922068056416
B02_day19_resx2.tiff,3964.275936289978,2387.419661087416,4333.724063710022,2766.580338912584
B02_day20_resx2.tiff,3031.5325674391243,1121.6361178588202,3266.467432560876,1696.3638821411796
B02_day20_resx2.tiff,5213.929600138889,1818.1087887678043,5448.07039986111,2819.8912112321955
B02_day20_resx2.tiff,3347.293507278865,2583.0662622769605,3382.706492721135,2642.9337377230395
B02_day21_resx2.tiff,3568.1843383251016,957.7334023108212,3781.815661674898,1620.2665976891783
B02_day21_resx2.tiff,3033.9408826396907,1069.6627225487302,3316.0591173603093,1668.3372774512695
B02_day21_resx2.tiff,4058.521279773814,2360.4660446812886,4379.478720226186,2781.5339553187114
B02_day22_resx2.tiff,3722.155136166165,905.7421375019568,4331.844863833835,1576.2578624980429
B02_day22_resx2.tiff,3091.892267587184,1069.799610707054,3434.1077324128155,1792.200389292946
B02_day22_resx2.tiff,5468.687481964148,1614.135293678589,5621.312518035852,2639.864706321411
B02_day22_resx2.tiff,4138.659592800053,2343.499175819769,4587.340407199946,2794.500824180232
B02_day23_resx2.tiff,3222.2396491919017,893.8747618350035,3455.760350808098,1684.1252381649963
B02_day23_resx2.tiff,3791.1507483188593,1037.6317003736897,4498.849251681141,1608.3682996263103
B02_day23_resx2.tiff,4218.879089263412,2381.362233780717,4583.120910736588,2708.637766219283
B02_day23_resx2.tiff,5415.668280647546,1822.814926227488,5718.331719352455,2559.185073772512
B02_day23_resx2.tiff,5128.973315382957,2299.574273066991,5337.026684617043,2818.4257269330096
B02_day24_resx2.tiff,3163.9058278558887,928.8061910363522,3418.094172144111,1657.1938089636478
B02_day24_resx2.tiff,3846.8837837834662,930.8061910363524,4491.116216216533,1659.1938089636478
B02_day24_resx2.tiff,2917.1327522306915,1099.393156176632,3016.867247769309,1454.606843823368
B02_day24_resx2.tiff,4647.8137933079015,2397.5080107900303,4890.186206692098,2856.4919892099697
B02_day24_resx2.tiff,5162.653664198093,2234.704588878346,5435.346335801907,2871.295411121654
B02_day24_resx2.tiff,1186.1899719203575,1892.240752939623,1351.8100280796425,2109.7592470603768
B02_day24_resx2.tiff,5618.764799893976,1734.11310647381,5883.235200106024,2739.8868935261903
B02_day25_resx2.tiff,2813.0023680483564,1098.355607553021,3092.997631951644,1419.644392446979
B02_day25_resx2.tiff,5291.883153743361,1703.397273882637,5574.116846256639,2062.602326117363
B02_day25_resx2.tiff,5701.26325472682,1753.0668226590633,5972.736745273179,2716.9331773409367
B02_day25_resx2.tiff,3355.578013647948,814.7885210958293,3582.422386352052,1527.2114789041707
B02_day25_resx2.tiff,3269.6200930838017,2632.121480841094,3324.379906916198,2741.878519158906
B02_day26_resx2.tiff,5341.125144904834,1600.4836546218112,5524.874855095166,2037.516225378189
B02_day26_resx2.tiff,5828.091776750669,1621.1993472129843,6045.908223249331,2704.800652787016
B02_day26_resx2.tiff,2988.635674727057,1069.4152436022855,3189.3643252729426,1444.5847563977145
B02_day26_resx2.tiff,3374.8244246510826,836.589734264948,3567.1755753489174,1369.4102657350522
B02_day26_resx2.tiff,5389.0460261421,2252.7178413337383,5648.953973857899,2901.282158666262
B02_day27_resx2.tiff,345.8149579887322,974.2540053950152,484.1850420112678,1203.745994604985
B02_day27_resx2.tiff,3059.158067765959,1069.406408632024,3298.8419322340405,1436.593591367976
B02_day27_resx2.tiff,3478.467023523433,813.5477681562063,3735.533216476567,1308.4522318437937
B02_day27_resx2.tiff,5084.977059775591,2403.2517966524497,5217.02294022441,2630.7482033475503
B02_day27_resx2.tiff,5477.486940034176,2254.6294916311244,6020.513059965824,2823.370508368876
B02_day28_resx2.tiff,3149.567269315451,1047.622865403428,3368.432730684549,1610.3771345965718
B02_day28_resx2.tiff,462.12410407299103,1003.18995186062,623.8758959270092,1174.81004813938
B02_day28_resx2.tiff,4807.2469366711575,1149.3136414442797,4942.7530633288425,1432.6863585557203
B02_day28_resx2.tiff,5483.113308156045,1820.417452344851,5694.886691843956,2197.582547655149
B02_day28_resx2.tiff,5491.544087264892,2271.530098215684,5638.455912735108,2750.469901784317
B02_day28_resx2.tiff,5058.823730157123,2370.2760928206685,5191.1762698428765,2619.7239071793315
B02_day29_resx2.tiff,443.9067490608716,1029.1987868308815,614.093250939128,1208.801213169119
B02_day29_resx2.tiff,4843.488903519889,1202.4660446812886,5058.511096480111,1623.5339553187114
B02_day29_resx2.tiff,3247.1716967195403,1098.5633291332897,3442.82830328046,1607.4366708667103
B02_day29_resx2.tiff,5373.536322698024,2236.53672444338,5640.4636773019765,2721.463275556621
B02_day30_resx2.tiff,511.0127292319993,950.311432701714,718.9872707680007,1231.6885672982858
B02_day30_resx2.tiff,2850.551971372807,1898.7885210958293,3023.448028627193,2611.2114789041707
B02_day30_resx2.tiff,6169.041693149488,1448.152403237009,6236.958306850512,1585.8475967629909
B02_day31_resx2.tiff,2847.2570322985493,1788.7045888783462,3098.7429677014507,2425.295411121654
B02_day31_resx2.tiff,0.0,1266.0022087425657,7200.0,1267.9977912574348
B02_day32_resx2.tiff,3392.1560868109264,2583.1811168903587,3513.844313189073,2746.8188831096413
B02_day32_resx2.tiff,6226.908748822105,1119.300388988887,6407.091251177895,1390.699611011113
B02_day32_resx2.tiff,332.51607114703063,1078.165655692401,433.4839288529696,1227.8343443075987
B02_day33_resx2.tiff,6405.04413623376,906.4616271961576,6572.955863766239,1323.5383728038423
B02_day33_resx2.tiff,4531.314950485534,2408.426287315112,4754.685049514466,2793.573712684888
B03_day02_resx2.tiff,1251.744419922128,2626.139150781617,1402.255580077872,2751.860849218383
B03_day02_resx2.tiff,4782.238765859338,2410.117063355963,4847.761234140662,2515.8829366440364
B03_day03_resx2.tiff,1429.0282565323614,2641.1325245539206,1512.9717434676386,2760.867475446079
B03_day04_resx2.tiff,6061.733325599809,2417.141359524182,6216.26667440019,2544.858640475817
B03_day04_resx2.tiff,6634.569885512957,2241.534515700814,6827.430114487043,2724.4654842991854
B03_day04_resx2.tiff,5863.794854883665,2262.09055844518,5950.205145116335,2343.9094415548207
B03_day05_resx2.tiff,410.9288052841879,2374.563229354164,703.0711947158119,2883.436770645836
B03_day05_resx2.tiff,6147.296191934197,2496.187743118054,6330.703808065802,2665.8122568819454
B03_day05_resx2.tiff,6289.885518555391,2118.4792971366805,6780.114481444609,2551.5207028633195
B03_day05_resx2.tiff,5888.936136108974,2055.419661087416,6037.063863891026,2434.580338912584
B03_day05_resx2.tiff,5541.226789670018,2624.081723474917,5588.773210329982,2697.9182765250825
B03_day06_resx2.tiff,6313.447235008287,2205.69796265065,6604.552764991713,2836.30203734935
B03_day06_resx2.tiff,3286.51821056992,2486.417452344851,3983.48178943008,2863.582547655149
B03_day07_resx2.tiff,4540.951479311808,2694.121480841094,4693.048520688191,2803.878519158906
B03_day07_resx2.tiff,4918.4670530872445,2299.56985558186,5123.532946912756,2814.430144418141
B03_day07_resx2.tiff,0.0,1901.2699471517749,741.8779733301363,3048.730052848225
B03_day08_resx2.tiff,4167.044029837135,2598.2407529396232,4338.955970162864,2815.759247060377
B03_day08_resx2.tiff,5719.890976038258,2348.4837146218115,6030.109023961742,2785.516285378189
B03_day08_resx2.tiff,4817.56497179863,2260.691336422954,5148.43502820137,2885.308663577046
B03_day08_resx2.tiff,2241.4169083522893,2299.2959715037564,2540.5830916477107,2566.704028496243
B03_day08_resx2.tiff,0.0,1774.2059734406805,305.3653880160084,2863.79402655932
B03_day09_resx2.tiff,1864.8408428757032,2058.576481809556,2041.159157124297,2579.423518190444
B03_day09_resx2.tiff,4706.155272445074,2400.3114327017142,4923.844727554926,2681.6885672982858
B03_day09_resx2.tiff,4673.3069816576135,2697.203204316012,5132.693018342387,2880.7967956839875
B03_day09_resx2.tiff,6218.136714483098,2292.4660446812886,6635.8632855169,2713.5339553187114
B03_day09_resx2.tiff,335.3767117451554,1878.2015559555496,790.6232882548449,2963.7984440444507
B03_day10_resx2.tiff,5681.606896751071,2409.273884078103,5900.393103248929,2656.726115921897
B03_day10_resx2.tiff,3191.845066667748,2174.187743118054,3306.1549333322523,2343.8122568819454
B03_day10_resx2.tiff,3843.952814567167,2470.3114327017142,3922.047185432834,2751.6885672982858
B03_day10_resx2.tiff,4903.943179310835,2482.5853167798173,5194.056820689165,3011.4146832201827
B03_day10_resx2.tiff,0.0,1783.2875971364724,659.6609135028262,2946.712402863528
B03_day10_resx2.tiff,2547.9775783729065,1805.243522064291,3142.022421627093,2928.756477935709
B03_day11_resx2.tiff,6213.097407259384,2369.44174851307,6496.9025927406165,2768.55825148693
B03_day11_resx2.tiff,4044.891130599699,2481.282719048365,4473.108869400302,2736.717280951635
B03_day11_resx2.tiff,3644.818441044727,2626.227500484231,3837.181558955273,2831.772499515769
B03_day11_resx2.tiff,0.0,2033.98941689015,457.7187060065364,2928.01058310985
B03_day11_resx2.tiff,2449.259063846875,1737.1507548765464,3252.740936153125,2776.8492451234533
B03_day12_resx2.tiff,5566.0603042389175,2340.457209711027,5767.9396957610825,2753.542790288973
B03_day12_resx2.tiff,4111.437762204204,2376.3776949786743,4534.562237795796,2717.622305021325
B03_day12_resx2.tiff,3905.741129686394,2642.2407529396232,4100.258870313606,2859.7592470603768
B03_day12_resx2.tiff,0.0,1762.4577700931295,880.5744668157263,3079.54222990687
B03_day12_resx2.tiff,2276.873903057465,1845.027015403324,3213.126096942535,2772.972984596676
B03_day13_resx2.tiff,5506.988827793368,2264.4660446812886,5703.011172206632,2685.5339553187114
B03_day13_resx2.tiff,6147.17126249725,2464.2451704247537,6330.82873750275,2685.7548295752463
B03_day13_resx2.tiff,4594.332812125811,2411.397573661762,4847.667187874189,2770.602426338237
B03_day13_resx2.tiff,2730.1938071991062,1827.0402179691528,3435.8061928008938,2766.959782030847
B03_day13_resx2.tiff,258.680927643112,1949.133084936024,1587.319072356888,2972.866915063976
B03_day14_resx2.tiff,4724.276348938914,2322.3511900678905,4945.723651061086,2639.648809932109
B03_day14_resx2.tiff,562.5994705454798,1053.2120392862737,711.40052945452,1244.7879607137268
B03_day14_resx2.tiff,6324.669091263992,2415.37990372124,6533.330908736008,2758.62009627876
B03_day14_resx2.tiff,6797.871660618416,1845.8790795410084,6972.128339381584,2640.120920458992
B03_day14_resx2.tiff,78.29862988326738,2203.512428275161,183.70137011673307,2666.4875717248387
B03_day14_resx2.tiff,4261.933734617119,2635.260631622711,4308.066265382881,2870.739368377289
B03_day14_resx2.tiff,1121.2577565484385,2170.943133075404,2224.742243451562,3023.0568669245963
B03_day14_resx2.tiff,3195.3306752722688,1914.9873079267104,3706.6693247277312,2807.0126920732896
B03_day15_resx2.tiff,6838.844570954466,1802.898927292568,7107.155429045533,2615.101072707432
B03_day15_resx2.tiff,621.0606114138096,1001.2694665929724,804.9393885861906,1244.7305334070277
B03_day15_resx2.tiff,159.12647358347328,2456.2186655139694,350.8735264165267,2653.7813344860306
B03_day15_resx2.tiff,1624.82590079019,2224.797356066091,2677.1740992098103,2945.202643933909
B03_day16_resx2.tiff,3112.127952883085,2692.205413058577,3333.872047116915,2877.7945869414225
B03_day16_resx2.tiff,2469.344940564557,1802.188203721032,3408.655059435443,2875.8117962789684
B03_day17_resx2.tiff,4489.955208091679,2374.4483747407658,4700.044791908321,2779.5516252592342
B03_day20_resx2.tiff,6185.773727021578,1157.1678644349663,6272.226272978422,1308.8321355650332
B03_day20_resx2.tiff,4715.795387490928,2422.09497593031,4802.204612509072,2507.9050240696897
B03_day21_resx2.tiff,4776.725641256107,2400.152403237009,4885.274358743893,2537.847596762991
B03_day21_resx2.tiff,205.7123104490444,2623.150194494444,264.28768955095563,2758.849805505556
B03_day21_resx2.tiff,4389.669691189186,2702.2275004842318,4464.330308810814,2907.7724995157687
B03_day22_resx2.tiff,4435.376258815188,2678.2186655139694,4586.623741184812,2875.7813344860306
B03_day22_resx2.tiff,695.7606758592152,2664.117063355964,850.239324140785,2769.882936644037
B03_day22_resx2.tiff,161.138942151253,2617.172281920097,268.861057848747,2772.8277180799028
B03_day23_resx2.tiff,1503.4610345697909,2060.302597731453,1662.5389654302094,2333.697402268547
B03_day24_resx2.tiff,3616.9678598095447,2635.1943693457506,3645.0321401904553,2810.8056306542494
B03_day25_resx2.tiff,796.0787262640787,2653.136942039051,913.9212737359212,2776.863057960949
B03_day25_resx2.tiff,1835.0414956632308,2640.205413058577,2054.958504336769,2825.7945869414225
B03_day27_resx2.tiff,1297.7623379617016,1914.2186655139697,1384.237662038298,2111.7813344860306
B03_day28_resx2.tiff,3319.931676941865,2552.333520127368,3814.068723058135,2853.6664798726324
B03_day28_resx2.tiff,1545.864522523128,2489.159029464705,1620.1354774768722,2632.8409705352947
B03_day28_resx2.tiff,1300.6324128956312,1952.240752939623,1417.367587104369,2169.7592470603768
B03_day29_resx2.tiff,1907.3580072499064,2539.1413595241825,2026.641992750093,2666.858640475818
B03_day29_resx2.tiff,3338.5446398053755,2304.545559413641,3607.455760194625,2797.454440586359
B03_day29_resx2.tiff,4102.418974067765,2528.470462166419,4403.581025932235,2953.529537833581
B03_day29_resx2.tiff,6941.068336674517,2440.510219532596,7200.0,2901.4897804674047
B03_day30_resx2.tiff,1829.2298441211803,1941.410826117155,2096.77015587882,2312.589173882845
B03_day30_resx2.tiff,4443.685349244587,2438.430704800243,4698.314650755412,2827.569295199757
B03_day30_resx2.tiff,2431.7960576665646,2476.417452344851,2770.203942333435,2853.582547655149
B03_day30_resx2.tiff,119.55777961344096,2393.5566031264675,418.4422203865586,2896.4433968735325
B03_day31_resx2.tiff,860.7552653433015,2497.388738691501,1393.2447346566985,2848.611261308499
B03_day31_resx2.tiff,2512.184632711748,2310.722258818869,2965.815367288252,2963.277741181131
B03_day31_resx2.tiff,1985.3885046967664,2228.28492779093,2064.611495303234,2485.71507220907
B03_day31_resx2.tiff,6636.899908506656,2221.5477681562065,6909.100091493345,2716.452231843793
B03_day31_resx2.tiff,5259.347727762613,2749.1678644349668,5366.652272237388,2900.832135565033
B03_day32_resx2.tiff,6803.756669352332,2361.3357288699326,7062.243330647669,2664.6642711300674
B03_day32_resx2.tiff,1293.978434172438,2313.6493703142123,1828.021565827562,2900.350629685788
B04_day01_resx2.tiff,2569.721631576504,2237.2164567714044,2692.2783684234955,2432.783543228596
B04_day01_resx2.tiff,1317.024631466156,2511.401991146893,1652.975368533844,2874.5980088531064
B04_day01_resx2.tiff,2719.6325687612216,2415.715632591173,3078.3674312387784,3062.284367408827
B04_day02_resx2.tiff,2505.961204237111,2029.0270652928868,2784.038795762889,2956.9729347071134
B04_day02_resx2.tiff,1862.0871502213813,1928.7089065843509,2235.9128497786187,2569.291093415649
B04_day02_resx2.tiff,2817.1472310074228,2254.382112463805,2964.852768992577,2599.6178875361948
B04_day02_resx2.tiff,4857.837753940389,2182.5853167798177,5016.162246059611,2711.4146832201827
B04_day03_resx2.tiff,1967.7587938195077,2092.4837146218115,2318.241206180493,2529.5162853781885
B04_day03_resx2.tiff,3449.429934861193,2625.145777009313,3528.570465138806,2756.854222990687
B04_day03_resx2.tiff,1733.6475190121885,2571.295971503757,1840.3524809878115,2838.704028496243
B04_day03_resx2.tiff,2524.2859450755186,2013.0226478077564,2853.7140549244814,2936.9773521922434
B04_day03_resx2.tiff,4872.274918989202,1965.6493703142123,5041.725081010799,2552.350629685788
B04_day04_resx2.tiff,3897.6582616439855,2695.198786830881,4112.341738356014,2874.801213169119
B04_day04_resx2.tiff,6266.693111614324,2704.183325632924,6395.306888385676,2869.816674367076
B04_day04_resx2.tiff,2520.5997779339623,1730.192720985288,2893.4002220660377,2807.807279014712
B04_day04_resx2.tiff,1178.3516164965015,1951.079514732353,1239.6483835034985,2022.920485267648
B04_day05_resx2.tiff,308.6656579710001,2643.159029464705,425.3343420289997,2786.840970535295
B04_day05_resx2.tiff,3154.039559295613,2758.0728885046565,3235.960440704387,2823.927111495343
B04_day05_resx2.tiff,2798.9891578486604,1777.7421375019571,3447.01084215134,2448.257862498044
B04_day05_resx2.tiff,1159.6608940590097,1964.0374488444847,1218.3391059409903,1997.9625511555148
B04_day06_resx2.tiff,911.5714701155196,2530.333520127368,1030.428529884481,2831.6664798726324
B04_day06_resx2.tiff,2621.070693210303,1843.627282888559,3100.929306789698,2410.372717111441
B04_day06_resx2.tiff,4765.34386156859,2383.172281920097,4880.65613843141,2538.8277180799028
B04_day07_resx2.tiff,1635.1485813902814,2558.329102642237,1898.8514186097184,2855.670897357764
B04_day07_resx2.tiff,3918.767565539084,2728.1126458708327,3987.232434460916,2829.887354129168
B04_day09_resx2.tiff,4473.945742507528,2531.291554018626,4628.054257492472,2794.708445981374
B04_day10_resx2.tiff,3388.86895444514,2715.198786830881,3601.13104555486,2894.801213169119
B04_day12_resx2.tiff,3441.708948202823,2688.2363354544923,3676.2914517971767,2901.763664545508
B04_day12_resx2.tiff,974.418787014274,2780.0993934154403,1047.581212985726,2869.90060658456
B04_day13_resx2.tiff,3454.512800949879,2627.278301563233,3767.487319050121,2878.721698436766
B04_day13_resx2.tiff,5646.565251306315,2758.205413058577,5879.434748693686,2943.7945869414225
B04_day14_resx2.tiff,2752.576332401629,2678.130315811355,2801.423667598372,2795.8696841886444
B04_day15_resx2.tiff,3450.609480637308,2696.187743118054,3955.390919362692,2865.8122568819454
B04_day15_resx2.tiff,4584.212843572399,2458.386529948936,4669.787156427601,2807.6134700510643
B04_day15_resx2.tiff,5813.523866032087,2751.194369345751,5904.4761339679135,2926.8056306542494
B04_day16_resx2.tiff,3699.846727997314,2630.2451704247533,3938.153272002686,2851.7548295752467
B04_day16_resx2.tiff,4672.994235201008,2434.2186655139694,4741.005764798992,2631.7813344860306
B04_day16_resx2.tiff,5873.6636460105,2772.2142480288394,6044.3363539895,2965.785751971161
B04_day17_resx2.tiff,4296.940913867552,2745.1811168903587,4453.059086132448,2908.8188831096413
B04_day18_resx2.tiff,4043.3106819214017,2636.368860008413,4282.689318078598,2969.6311399915867
B04_day18_resx2.tiff,490.27734218096384,2735.163446949836,591.7226578190366,2882.8365530501646
B04_day19_resx2.tiff,4074.974921033574,2628.324685157106,4379.025078966426,2921.675314842894
