filename,score,label,x1,y1,x2,y2
K04_day19_band0003_resx2.tiff,0.6751,1,5122.7412109375,1844.0440673828125,5278.46044921875,2266.830322265625
K04_day19_band0003_resx2.tiff,0.5217,1,2011.123779296875,2446.911376953125,2116.0087890625,2546.757568359375
K04_day19_band0003_resx2.tiff,0.5154,1,6104.9365234375,2194.427490234375,6848.98974609375,2846.148193359375
J02_day28_band0003_resx2.tiff,0.6679,1,4114.30029296875,2582.542236328125,4220.92138671875,2730.10546875
J08_day18_band0003_resx2.tiff,0.9974,1,3582.56640625,719.7108764648438,3960.013427734375,1184.4652099609375
J08_day18_band0003_resx2.tiff,0.852,1,4676.962890625,1786.4854736328125,4784.68310546875,2075.159423828125
J13_day20_band0003_resx2.tiff,0.9979,1,2666.737060546875,1721.62255859375,3545.64599609375,2699.54736328125
J13_day20_band0003_resx2.tiff,0.9819,1,2849.279541015625,1091.39697265625,2947.0234375,1324.7950439453125
J05_day08_band0003_resx2.tiff,0.9361,1,45.27253341674805,2370.93359375,242.81399536132812,2820.585693359375
J05_day08_band0003_resx2.tiff,0.8607,1,3266.597900390625,872.8494873046875,3305.811767578125,1005.35302734375
J05_day08_band0003_resx2.tiff,0.6248,1,3279.163330078125,860.0859985351562,3320.7138671875,998.66552734375
J05_day08_band0003_resx2.tiff,0.6191,1,731.0502319335938,2388.523193359375,1031.07958984375,2817.457275390625
J05_day08_band0003_resx2.tiff,0.5967,1,3252.299072265625,887.100341796875,3292.60009765625,1021.954833984375
J05_day01_band0003_resx2.tiff,0.9428,1,3089.557861328125,2733.95556640625,3387.39453125,2887.724365234375
J05_day01_band0003_resx2.tiff,0.8669,1,3505.49462890625,2727.769287109375,3823.43310546875,2899.11328125
J05_day01_band0003_resx2.tiff,0.5591,1,937.311279296875,2802.358642578125,1069.2620849609375,2947.890380859375
K04_day11_band0003_resx2.tiff,0.9504,1,4537.484375,2327.180419921875,4725.99462890625,2757.177734375
K04_day11_band0003_resx2.tiff,0.7674,1,6611.68798828125,2053.520263671875,6808.99853515625,2495.633056640625
K03_day29_band0003_resx2.tiff,0.9777,1,6487.88232421875,2147.956787109375,6716.65380859375,2816.482666015625
K03_day29_band0003_resx2.tiff,0.9272,1,3277.601318359375,2506.13916015625,3687.653076171875,2826.85009765625
K03_day29_band0003_resx2.tiff,0.8794,1,2145.872802734375,2166.247802734375,2290.28662109375,2461.733154296875
K03_day29_band0003_resx2.tiff,0.7552,1,600.4539184570312,2628.8681640625,732.9647827148438,2909.609375
K03_day29_band0003_resx2.tiff,0.738,1,2608.170166015625,1636.105224609375,2865.295166015625,2606.4599609375
K03_day29_band0003_resx2.tiff,0.6345,1,2100.494140625,2184.32275390625,2263.306396484375,2371.607177734375
K01_day31_band0003_resx2.tiff,0.5044,1,2681.999267578125,1932.054443359375,2875.99169921875,2531.661376953125
K05_day11_band0003_resx2.tiff,0.5708,1,4880.47265625,2489.700927734375,4995.53857421875,2741.308837890625
J02_day20_band0003_resx2.tiff,0.98,1,1433.423583984375,1906.5701904296875,1557.864990234375,2073.402099609375
J02_day20_band0003_resx2.tiff,0.7639,1,2413.15087890625,2458.18701171875,2564.85986328125,2688.375244140625
J02_day20_band0003_resx2.tiff,0.7143,1,1963.2388916015625,2538.999267578125,2315.441650390625,2777.224853515625
J02_day20_band0003_resx2.tiff,0.5493,1,4986.0595703125,2381.425048828125,5197.65869140625,2749.052490234375
J02_day03_band0003_resx2.tiff,0.6531,1,1096.6517333984375,2604.26611328125,1234.3134765625,2714.528564453125
J10_day15_band0003_resx2.tiff,0.786,1,1519.9925537109375,2007.14990234375,1570.6981201171875,2067.797119140625
K05_day31_band0003_resx2.tiff,0.8408,1,42.439178466796875,885.8768920898438,170.45626831054688,1142.9910888671875
K05_day31_band0003_resx2.tiff,0.693,1,7133.09716796875,984.944091796875,7200.0,1154.144775390625
J14_day30_band0003_resx2.tiff,0.9106,1,5397.86083984375,1151.0511474609375,5463.3330078125,1291.8787841796875
J14_day30_band0003_resx2.tiff,0.814,1,5422.3935546875,1157.7030029296875,5484.02001953125,1296.052734375
J11_day21_band0003_resx2.tiff,0.9912,1,6893.232421875,760.3699340820312,7038.47412109375,1075.5615234375
J11_day21_band0003_resx2.tiff,0.944,1,2439.25634765625,1847.8375244140625,3134.43505859375,2567.449951171875
J11_day21_band0003_resx2.tiff,0.8789,1,2500.543212890625,1820.6898193359375,3600.837158203125,2660.973876953125
J11_day21_band0003_resx2.tiff,0.8209,1,1763.297119140625,627.50244140625,2147.964599609375,983.2374267578125
J11_day21_band0003_resx2.tiff,0.5988,1,375.57666015625,1127.1473388671875,468.43890380859375,1254.7376708984375
J11_day29_band0003_resx2.tiff,0.9975,1,257.535400390625,1079.7579345703125,479.0372619628906,1322.583251953125
J11_day29_band0003_resx2.tiff,0.8597,1,6574.89404296875,1132.5816650390625,6628.73486328125,1242.9647216796875
J11_day29_band0003_resx2.tiff,0.8527,1,7016.3076171875,734.6382446289062,7150.80859375,1240.9456787109375
J11_day29_band0003_resx2.tiff,0.7969,1,6495.53955078125,786.1864624023438,6643.79296875,926.0872192382812
J11_day29_band0003_resx2.tiff,0.748,1,6519.03515625,1127.496337890625,6617.6240234375,1245.52783203125
J11_day29_band0003_resx2.tiff,0.5128,1,2844.1142578125,1050.985595703125,3319.559814453125,1761.8011474609375
J01_day05_band0003_resx2.tiff,0.8938,1,1222.2413330078125,2692.462890625,1415.2562255859375,2902.50048828125
J03_day13_band0003_resx2.tiff,0.9462,1,4839.11328125,1807.5418701171875,5165.88525390625,2375.0966796875
J03_day13_band0003_resx2.tiff,0.67,1,1149.0283203125,2704.3359375,1687.6795654296875,2993.075439453125
J03_day13_band0003_resx2.tiff,0.5804,1,2400.297607421875,1819.0201416015625,3203.398193359375,2375.80078125
J03_day13_band0003_resx2.tiff,0.546,1,4804.23095703125,1686.9520263671875,5149.849609375,2728.591796875
J14_day19_band0003_resx2.tiff,0.7664,1,4254.83056640625,668.4024658203125,4725.6552734375,973.7605590820312
K06_day10_band0003_resx2.tiff,0.8819,1,2335.701904296875,1818.5936279296875,2425.019287109375,1921.6119384765625
K06_day10_band0003_resx2.tiff,0.7165,1,2240.91748046875,2111.52685546875,2488.746826171875,2873.324951171875
K06_day10_band0003_resx2.tiff,0.6047,1,3152.3369140625,438.3890686035156,4967.51171875,2132.88623046875
K06_day10_band0003_resx2.tiff,0.5101,1,2436.14794921875,719.3200073242188,3250.652587890625,2346.943603515625
J11_day20_band0003_resx2.tiff,0.9959,1,2686.68408203125,1786.12939453125,3086.260009765625,2564.924560546875
J11_day20_band0003_resx2.tiff,0.9043,1,0.0,1040.97900390625,165.03335571289062,1480.0179443359375
J11_day20_band0003_resx2.tiff,0.8703,1,2278.5185546875,1297.8924560546875,2324.624267578125,1369.1033935546875
K06_day18_band0003_resx2.tiff,0.8991,1,3069.87841796875,780.494140625,3714.91455078125,1844.9981689453125
K06_day18_band0003_resx2.tiff,0.6702,1,4828.078125,544.3417358398438,6418.36572265625,1895.6231689453125
K06_day18_band0003_resx2.tiff,0.6462,1,2569.837158203125,1651.6934814453125,3929.111572265625,2873.020751953125
K06_day18_band0003_resx2.tiff,0.6044,1,3494.085693359375,1714.4139404296875,6026.43359375,2985.960693359375
K06_day18_band0003_resx2.tiff,0.5691,1,3509.57861328125,1784.9693603515625,4544.044921875,2971.423828125
K04_day24_band0003_resx2.tiff,0.8979,1,6540.27783203125,2226.198974609375,6872.28662109375,2914.16455078125
J01_day17_band0003_resx2.tiff,0.5423,1,3137.674560546875,2177.93115234375,3215.052734375,2325.891357421875
K01_day20_band0003_resx2.tiff,0.8399,1,6153.70263671875,2251.58154296875,6281.169921875,2424.63720703125
K07_day31_band0003_resx2.tiff,0.9947,1,1746.328857421875,2096.171875,1943.1768798828125,2342.947998046875
J07_day31_band0003_resx2.tiff,0.9242,1,6299.59814453125,1198.5308837890625,6342.53466796875,1360.6116943359375
K10_day02_band0003_resx2.tiff,0.5762,1,129.3845977783203,2486.505859375,190.07510375976562,2597.6494140625
K05_day01_band0003_resx2.tiff,0.7349,1,3810.282958984375,2755.874267578125,3904.3310546875,2873.11669921875
K05_day01_band0003_resx2.tiff,0.6402,1,6563.052734375,1132.3004150390625,6635.79052734375,1292.72265625
K05_day01_band0003_resx2.tiff,0.6398,1,1414.2979736328125,2677.21484375,1530.360107421875,2838.7109375
K05_day01_band0003_resx2.tiff,0.6237,1,2842.6904296875,2683.49658203125,2904.022705078125,2769.7646484375
K05_day01_band0003_resx2.tiff,0.5563,1,3876.494873046875,2744.03662109375,3963.303466796875,2853.737060546875
K05_day01_band0003_resx2.tiff,0.5369,1,2865.793212890625,2688.181396484375,2921.8408203125,2771.928955078125
J13_day29_band0003_resx2.tiff,0.7731,1,2103.8037109375,623.9258422851562,2463.93505859375,873.471435546875
J04_day20_band0003_resx2.tiff,0.9592,1,6526.5859375,2146.17578125,7129.064453125,2775.09765625
J04_day20_band0003_resx2.tiff,0.7172,1,2925.596435546875,864.6196899414062,3096.896240234375,1179.3695068359375
J04_day20_band0003_resx2.tiff,0.5967,1,6743.263671875,2233.07373046875,7153.50146484375,2663.594482421875
K01_day05_band0003_resx2.tiff,0.6157,1,5503.08251953125,2699.42431640625,5636.7109375,2858.5380859375
K01_day05_band0003_resx2.tiff,0.5207,1,1571.1416015625,2073.1240234375,1714.990478515625,2366.875
K11_day19_band0003_resx2.tiff,0.6894,1,2617.75048828125,1074.75,2845.477783203125,2008.7763671875
J03_day24_band0003_resx2.tiff,0.9892,1,3744.0546875,2553.259765625,3972.39501953125,2792.655517578125
J03_day24_band0003_resx2.tiff,0.6614,1,2633.82568359375,2241.394287109375,2728.8876953125,2419.30224609375
J04_day24_band0003_resx2.tiff,0.9448,1,6534.9873046875,2060.9111328125,7025.11767578125,2774.042724609375
J04_day24_band0003_resx2.tiff,0.7902,1,62.594276428222656,2273.146728515625,305.56201171875,2616.041748046875
J04_day24_band0003_resx2.tiff,0.7764,1,6732.6201171875,2042.9730224609375,6983.77197265625,2731.22509765625
J07_day15_band0003_resx2.tiff,0.9144,1,2965.493408203125,1196.702392578125,3170.47119140625,1673.6346435546875
J07_day15_band0003_resx2.tiff,0.7922,1,15.388782501220703,950.8892822265625,355.916748046875,1889.8038330078125
J07_day15_band0003_resx2.tiff,0.5006,1,2852.23681640625,1172.218505859375,3156.453125,1775.7884521484375
K05_day09_band0003_resx2.tiff,0.6741,1,2762.232666015625,1802.6851806640625,2985.979248046875,2356.071533203125
K06_day20_band0003_resx2.tiff,0.9825,1,66.19629669189453,2076.464599609375,196.51220703125,2264.6455078125
K06_day20_band0003_resx2.tiff,0.9082,1,4953.08740234375,771.3638916015625,6184.69775390625,1859.1866455078125
K06_day20_band0003_resx2.tiff,0.7566,1,1216.9296875,1998.1116943359375,1779.125732421875,2782.917236328125
K06_day20_band0003_resx2.tiff,0.6107,1,3611.966552734375,1683.7471923828125,4566.55615234375,2957.78662109375
K06_day20_band0003_resx2.tiff,0.5206,1,2743.021728515625,1744.7080078125,4975.61328125,3001.19384765625
J12_day28_band0003_resx2.tiff,0.839,1,2616.916259765625,1590.2041015625,3453.193359375,2541.71142578125
J12_day28_band0003_resx2.tiff,0.5367,1,3480.1669921875,1974.4688720703125,3978.242431640625,2404.022216796875
K11_day11_band0003_resx2.tiff,0.8274,1,4779.2568359375,1155.6624755859375,4976.67041015625,1426.6893310546875
K01_day16_band0003_resx2.tiff,0.646,1,1987.4876708984375,2337.489013671875,2110.843994140625,2448.6962890625
K07_day17_band0003_resx2.tiff,0.5444,1,4713.43701171875,2010.5369873046875,5919.5859375,2610.6416015625
J06_day02_band0003_resx2.tiff,0.7853,1,3381.44287109375,2706.92333984375,3548.6328125,2862.032958984375
K06_day28_band0003_resx2.tiff,0.9474,1,107.9611587524414,1879.5322265625,2087.464111328125,3162.6875
K01_day27_band0003_resx2.tiff,0.6026,1,2007.9862060546875,2373.886474609375,2133.736083984375,2502.46484375
J01_day31_band0003_resx2.tiff,0.5491,1,1580.2764892578125,2024.177978515625,1630.8082275390625,2101.68017578125
J05_day13_band0003_resx2.tiff,0.7636,1,1921.275390625,2455.513427734375,2368.385498046875,2911.96923828125
K01_day22_band0003_resx2.tiff,0.5167,1,970.7626342773438,2689.351806640625,1081.5184326171875,2859.64501953125
J11_day25_band0003_resx2.tiff,0.7797,1,6304.27978515625,1244.7718505859375,6350.841796875,1357.8228759765625
K06_day22_band0003_resx2.tiff,0.9666,1,2993.486572265625,1748.00048828125,4988.41064453125,3037.5048828125
K06_day22_band0003_resx2.tiff,0.828,1,1283.31591796875,1840.097412109375,2004.1334228515625,2851.8828125
K06_day22_band0003_resx2.tiff,0.7165,1,4591.7734375,1864.6612548828125,5911.9892578125,2936.164794921875
K04_day22_band0003_resx2.tiff,0.943,1,5379.73828125,1736.0013427734375,5595.27880859375,2092.916015625
K04_day22_band0003_resx2.tiff,0.7671,1,6585.12255859375,1848.1068115234375,7165.74658203125,2927.800537109375
K04_day08_band0003_resx2.tiff,0.9384,1,1783.585205078125,2306.9970703125,2073.190673828125,2712.730712890625
K06_day03_band0003_resx2.tiff,0.8554,1,3521.00439453125,763.1964721679688,4233.83544921875,1873.3272705078125
K06_day03_band0003_resx2.tiff,0.6464,1,7015.05712890625,1123.90478515625,7066.12353515625,1300.6383056640625
K06_day03_band0003_resx2.tiff,0.5877,1,3063.47607421875,931.8798217773438,3531.00537109375,2273.27294921875
K06_day03_band0003_resx2.tiff,0.5418,1,2638.833740234375,1041.7645263671875,3000.5205078125,2210.714599609375
K05_day20_band0003_resx2.tiff,0.8337,1,3607.8486328125,2667.01513671875,3668.748291015625,2759.1953125
J04_day08_band0003_resx2.tiff,0.9164,1,1176.8067626953125,2605.52734375,1474.17822265625,2792.223876953125
J04_day08_band0003_resx2.tiff,0.5585,1,3333.795654296875,2523.57861328125,3395.24853515625,2624.383056640625
J07_day16_band0003_resx2.tiff,0.5302,1,2967.632568359375,828.337158203125,3353.80224609375,1768.9971923828125
K10_day15_band0003_resx2.tiff,0.8428,1,1311.9454345703125,824.002685546875,1425.2279052734375,937.6383666992188
J01_day27_band0003_resx2.tiff,0.8749,1,4062.694580078125,2644.559326171875,4139.72216796875,2777.979736328125
K11_day17_band0003_resx2.tiff,0.7873,1,482.3795166015625,1787.0194091796875,1178.3607177734375,2446.220458984375
K11_day14_band0003_resx2.tiff,0.9941,1,6886.9736328125,1073.1756591796875,7125.31494140625,1445.35595703125
K11_day14_band0003_resx2.tiff,0.9645,1,2868.5166015625,1316.97314453125,2946.79345703125,1433.6380615234375
K11_day14_band0003_resx2.tiff,0.6225,1,128.81236267089844,2511.154052734375,183.44110107421875,2600.01025390625
J11_day24_band0003_resx2.tiff,0.9727,1,2305.274658203125,1121.5072021484375,2404.542724609375,1211.915771484375
J11_day24_band0003_resx2.tiff,0.7662,1,297.2789001464844,1153.0028076171875,466.7864990234375,1372.3758544921875
J11_day24_band0003_resx2.tiff,0.6651,1,6942.25927734375,1006.923095703125,7089.90625,1419.9093017578125
J03_day20_band0003_resx2.tiff,0.909,1,2645.0478515625,1512.95849609375,2821.310546875,1792.7259521484375
J03_day20_band0003_resx2.tiff,0.8905,1,2779.714599609375,1985.904296875,2965.818359375,2514.705078125
J03_day20_band0003_resx2.tiff,0.8366,1,151.3890380859375,2526.50927734375,209.74832153320312,2602.3388671875
J03_day20_band0003_resx2.tiff,0.5374,1,2816.654052734375,2434.798095703125,3113.68603515625,2974.13623046875
J03_day20_band0003_resx2.tiff,0.5126,1,3731.37744140625,2425.61962890625,3812.706298828125,2506.500732421875
K06_day30_band0003_resx2.tiff,0.9117,1,661.6498413085938,1915.5108642578125,2146.63427734375,2963.178466796875
K06_day23_band0003_resx2.tiff,0.9585,1,3294.4931640625,1822.030517578125,5337.572265625,2947.946533203125
K06_day23_band0003_resx2.tiff,0.8166,1,995.2926025390625,1806.5567626953125,2315.24267578125,3040.0791015625
K06_day23_band0003_resx2.tiff,0.7442,1,5032.6337890625,1060.260986328125,5247.31103515625,1336.6016845703125
J03_day02_band0003_resx2.tiff,0.5163,1,2609.519287109375,2020.8079833984375,2764.03271484375,2353.298828125
K11_day18_band0003_resx2.tiff,0.9988,1,311.72247314453125,1134.1959228515625,498.7403564453125,1302.3663330078125
K11_day18_band0003_resx2.tiff,0.9577,1,2834.2763671875,1423.3555908203125,2886.30908203125,1540.283203125
K05_day10_band0003_resx2.tiff,0.9305,1,66.52727508544922,2651.923095703125,367.61517333984375,3009.338134765625
K05_day10_band0003_resx2.tiff,0.8844,1,5997.7626953125,2738.511474609375,6242.19091796875,2950.22314453125
K01_day32_band0003_resx2.tiff,0.9267,1,1932.8812255859375,2370.328857421875,2112.5380859375,2500.606689453125
K01_day32_band0003_resx2.tiff,0.6922,1,2997.002197265625,2496.809814453125,3159.171875,2702.84228515625
K01_day32_band0003_resx2.tiff,0.5083,1,1901.212890625,2378.317626953125,2040.3392333984375,2496.049560546875
J14_day07_band0003_resx2.tiff,0.8543,1,109.19341278076172,1153.0888671875,251.7847900390625,1375.8016357421875
J14_day07_band0003_resx2.tiff,0.7024,1,4025.221923828125,734.4749145507812,4191.1572265625,961.950439453125
K07_day30_band0003_resx2.tiff,0.7759,1,5122.40771484375,2173.716552734375,5657.82275390625,2691.3349609375
J13_day16_band0003_resx2.tiff,0.9008,1,3481.24169921875,1975.581787109375,3856.8037109375,2477.031982421875
J13_day16_band0003_resx2.tiff,0.8985,1,2837.182373046875,1408.47998046875,3651.650146484375,2647.082763671875
J13_day16_band0003_resx2.tiff,0.7396,1,2932.5888671875,1835.95751953125,3983.601806640625,2583.9384765625
J03_day09_band0003_resx2.tiff,0.9913,1,3479.516845703125,1978.6876220703125,3583.986572265625,2157.966552734375
J03_day09_band0003_resx2.tiff,0.8891,1,667.5662231445312,2508.75,1001.6803588867188,2864.642333984375
J03_day09_band0003_resx2.tiff,0.7545,1,3322.219482421875,1922.9049072265625,3489.1142578125,2533.34423828125
J13_day32_band0003_resx2.tiff,0.9796,1,3940.741455078125,693.8126831054688,4088.80126953125,915.0789184570312
K04_day17_band0003_resx2.tiff,0.9806,1,496.89935302734375,2506.551025390625,643.1861572265625,2779.59619140625
K04_day17_band0003_resx2.tiff,0.905,1,5118.82568359375,2253.514892578125,5372.92578125,2916.559326171875
K04_day17_band0003_resx2.tiff,0.7504,1,1188.3004150390625,2568.690673828125,1303.2244873046875,2740.1396484375
K04_day17_band0003_resx2.tiff,0.6037,1,2426.90185546875,2226.54833984375,2516.431640625,2415.220947265625
K04_day17_band0003_resx2.tiff,0.5058,1,2451.49658203125,2237.759521484375,2618.070068359375,2432.312744140625
J07_day09_band0003_resx2.tiff,0.9937,1,7003.69140625,978.1015625,7116.87451171875,1173.4608154296875
J07_day09_band0003_resx2.tiff,0.8191,1,2843.734130859375,1483.996337890625,3066.76611328125,2200.985107421875
J07_day09_band0003_resx2.tiff,0.6707,1,4770.86962890625,2187.87841796875,5087.2431640625,2634.329345703125
J12_day30_band0003_resx2.tiff,0.8591,1,6971.0634765625,1011.0758056640625,7135.81787109375,1430.142822265625
J12_day30_band0003_resx2.tiff,0.693,1,1272.1439208984375,2258.36376953125,1819.7550048828125,3057.328125
J12_day30_band0003_resx2.tiff,0.6787,1,2872.392578125,1800.3587646484375,3208.2529296875,2467.3037109375
J02_day06_band0003_resx2.tiff,0.9323,1,5096.64453125,2283.296630859375,5246.5791015625,2469.123046875
J02_day06_band0003_resx2.tiff,0.6866,1,4686.01953125,2425.035400390625,4849.9365234375,2650.032958984375
J12_day17_band0003_resx2.tiff,0.981,1,2320.12109375,952.5556640625,2501.73095703125,1196.259765625
J12_day17_band0003_resx2.tiff,0.7749,1,2721.4462890625,679.8466796875,2969.487060546875,1415.7113037109375
J12_day17_band0003_resx2.tiff,0.6815,1,7117.26708984375,888.9699096679688,7182.3232421875,1073.7923583984375
J12_day23_band0003_resx2.tiff,0.9318,1,2292.906494140625,1099.1708984375,2465.08349609375,1362.1744384765625
J12_day23_band0003_resx2.tiff,0.9201,1,6579.65283203125,1114.54541015625,6646.39794921875,1319.7742919921875
J12_day23_band0003_resx2.tiff,0.8447,1,295.1510009765625,1053.26318359375,346.62640380859375,1170.5081787109375
J12_day23_band0003_resx2.tiff,0.7646,1,2354.953125,1078.0736083984375,2655.018310546875,2483.932861328125
J12_day23_band0003_resx2.tiff,0.7237,1,6590.5009765625,1220.06689453125,6662.474609375,1311.8297119140625
J12_day23_band0003_resx2.tiff,0.6869,1,2689.03955078125,919.1879272460938,3079.56396484375,2034.7037353515625
J12_day23_band0003_resx2.tiff,0.5487,1,277.18798828125,1056.16455078125,330.1383972167969,1177.251708984375
J06_day33_band0003_resx2.tiff,0.9944,1,4744.90234375,1880.1337890625,5115.15673828125,2710.228759765625
J06_day33_band0003_resx2.tiff,0.9501,1,72.74889373779297,2686.293212890625,206.67649841308594,2908.924560546875
J06_day33_band0003_resx2.tiff,0.8957,1,2591.7392578125,1119.287353515625,2800.48583984375,1353.4736328125
K06_day33_band0003_resx2.tiff,0.6497,1,5036.39794921875,1973.25048828125,6475.1591796875,3097.9599609375
K03_day11_band0003_resx2.tiff,0.8482,1,4924.3037109375,2338.20458984375,5068.59228515625,2629.005859375
K03_day11_band0003_resx2.tiff,0.6996,1,3773.13134765625,1879.9696044921875,3802.638427734375,1955.49072265625
K04_day28_band0003_resx2.tiff,0.9906,1,40.30819320678711,2111.7021484375,309.2861328125,2627.743408203125
K04_day28_band0003_resx2.tiff,0.9888,1,6083.41162109375,1969.1954345703125,6274.90625,2369.088134765625
K04_day28_band0003_resx2.tiff,0.7375,1,2694.786865234375,1837.104736328125,3393.970458984375,2760.186279296875
